,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],C,Anion Radii,Goldschmidt Tolerance Factor,A_EN,B_EN,C_EN
2756,NdSmO3,Nd,Sm,False,3,3,1.27,0.96,cubic,-2.834,0.827,0,17.064,1.318,4.402,4.402,4.402,90,90,90,0.939,O,1.385,0.8005835837999999,1.14,1.17,3.44
2757,NdSnO3,Nd,Sn,False,2,4,1.35,0.69,cubic,-2.162,0.615,0,14.186,0,4.139,4.139,4.139,90,90,90,2.655,O,1.385,0.9320178537999999,1.14,1.96,3.44
2758,NdSrO3,Nd,Sr,False,not balanced,not balanced,1.27,1.18,cubic,-1.908,1.143,0,16.974,0,4.395,4.395,4.395,90,90,90,-2.383,O,1.385,0.7319175454000001,1.14,0.95,3.44
2759,NdTaO3,Nd,Ta,False,2,4,1.35,0.68,orthorhombic,-2.929,0.323,0,12.886,0,5.499,6.015,7.792,90,90,90,4.009,O,1.385,0.9365312574,1.14,1.5,3.44
2760,NdTbO3,Nd,Tb,False,2,4,1.35,0.76,cubic,-2.905,0.685,0,16.004,1.693,4.309,4.309,4.309,90,90,90,4.27,O,1.385,0.9016023527,1.14,-,3.44
2761,NdTcO3,Nd,Tc,False,element not in BV,element not in BV,1.27,0.6,orthorhombic,-2.469,0.107,0.389,12.448,0,5.39,5.918,7.805,90,90,90,2.231,O,1.385,0.9457775839,1.14,1.9,3.44
2762,NdTeO3,Nd,Te,False,2,4,1.35,0.97,cubic,-1.602,0.887,0,15.437,0,4.258,4.258,4.258,90,90,90,1.424,O,1.385,0.8212046906999999,1.14,2.1,3.44
2763,NdThO3,Nd,Th,False,2,4,1.35,0.94,cubic,-2.933,0.816,0.047,18.964,0,4.56,4.56,4.56,90,90,90,3.009,O,1.385,0.8318008802,1.14,1.3,3.44
2764,NdTiO3,Nd,Ti,True,2,4,1.35,0.61,orthorhombic,-3.396,0.023,0.199,12.138,0,5.457,5.7,7.804,90,90,90,5.207,O,1.385,0.9693920033,1.14,1.54,3.44
2765,NdTlO3,Nd,Tl,False,3,3,1.27,0.89,orthorhombic,-2.226,0.053,0,14.802,1.178,5.739,6.113,8.439,90,90,90,1.067,O,1.385,0.8252169249,1.14,1.62,3.44
2766,NdTmO3,Nd,Tm,False,3,3,1.27,0.88,cubic,-3.239,0.537,0,14.978,1.895,4.215,4.215,4.215,90,90,90,4.762,O,1.385,0.8288602667,1.14,1.25,3.44
2767,NdUO3,Nd,U,False,2,4,1.35,0.89,cubic,-2.731,0.798,0.551,17.191,0,4.413,4.413,4.413,90,90,90,2.91,O,1.385,0.8500822183,1.14,1.38,3.44
2768,NdVO3,Nd,V,True,3,3,1.27,0.64,orthorhombic,-3.196,-0.071,0.4,12.091,1.214,5.453,5.703,7.776,90,90,90,4.373,O,1.385,0.9270955576000001,1.14,1.63,3.44
2769,NdWO3,Nd,W,False,2,4,1.35,0.66,cubic,-2.336,0.589,0.003,12.683,0,3.988,3.988,3.988,90,90,90,2.322,O,1.385,0.9456904873,1.14,2.36,3.44
2770,NdYO3,Nd,Y,False,3,3,1.27,0.9,cubic,-3.065,0.649,0,15.735,1.82,4.285,4.285,4.285,90,90,90,4.343,O,1.385,0.8216054722,1.14,1.22,3.44
2771,NdYbO3,Nd,Yb,False,3,3,1.27,0.87,cubic,-2.55,0.726,-0.001,14.1,0,4.131,4.131,4.131,90,90,90,-1.216,O,1.385,0.832535922,1.14,-,3.44
2772,NdZnO3,Nd,Zn,False,not balanced,not balanced,1.27,0.74,orthorhombic,-2.377,0.157,0,11.958,0,5.395,5.75,7.711,90,90,90,0.328,O,1.385,0.8834675313,1.14,1.65,3.44
2773,NdZrO3,Nd,Zr,False,2,4,1.35,0.72,orthorhombic,-3.332,0.155,0.139,13.622,0,5.643,6.144,7.858,90,90,90,4.658,O,1.385,0.918734939,1.14,1.33,3.44
2774,NiAcO3,Ni,Ac,False,element not in BV,element not in BV,0.59,1.12,rhombohedral,-2.038,0.327,0.6,16.181,0,6.367,6.367,6.367,55.1,55.1,55.1,-5.89,O,1.385,0.5574993584000001,1.91,1.1,3.44
2775,NiAgO3,Ni,Ag,False,not balanced,not balanced,0.59,0.95,orthorhombic,-0.372,0.237,0.38,10.552,0,5.122,5.323,7.741,90,90,90,-4.487,O,1.385,0.5980881768,1.91,1.93,3.44
2776,NiAlO3,Ni,Al,False,not balanced,not balanced,0.59,0.54,cubic,-1.28,0.849,0.6,9.394,0,3.608,3.608,3.608,90,90,90,-,O,1.385,0.7254731911,1.91,1.61,3.44
2777,NiAsO3,Ni,As,False,1,5,0.69,0.46,cubic,-0.43,0.995,0.288,10.247,0,3.714,3.714,3.714,90,90,90,-3.104,O,1.385,0.795255594,1.91,2.18,3.44
2778,NiAuO3,Ni,Au,False,element not in BV,element not in BV,0.59,0.93,cubic,0.348,0.985,0.406,12.777,0,3.998,3.998,3.998,90,90,90,-,O,1.385,0.6032552453,1.91,2.54,3.44
2779,NiBO3,Ni,B,False,3,3,0.6,0.27,cubic,-0.476,1.373,0.6,7.552,0,3.355,3.355,3.355,90,90,90,-4.481,O,1.385,0.8481008826,1.91,2.04,3.44
2780,NiBaO3,Ni,Ba,False,not balanced,not balanced,0.59,1.35,orthorhombic,-1.395,0.373,0.8,18.39,0.763,5.748,6.519,9.815,90,90,90,-,O,1.385,0.5106164142,1.91,0.89,3.44
2781,NiBeO3,Ni,Be,False,not balanced,not balanced,0.59,0.45,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.7610549825,1.91,1.57,3.44
2782,NiBiO3,Ni,Bi,False,not balanced,not balanced,0.59,0.9,orthorhombic,-1.111,0.157,0.39,12.505,0,5.51,5.641,8.046,90,90,90,-,O,1.385,0.6111754454,1.91,2.02,3.44
2783,NiCaO3,Ni,Ca,False,not balanced,not balanced,0.59,1.0,rhombohedral,-1.458,0.342,0.8,13.428,0.764,5.927,5.927,5.927,56.2,56.2,56.2,-,O,1.385,0.5855496406,1.91,1,3.44
2784,NiCdO3,Ni,Cd,False,not balanced,not balanced,0.59,0.95,orthorhombic,-0.611,0.381,0.8,11.501,0,5.485,5.588,7.505,90,90,90,-,O,1.385,0.5980881768,1.91,1.69,3.44
2785,NiCeO3,Ni,Ce,False,not balanced,not balanced,0.59,0.94,orthorhombic,-2.011,0.283,0.6,13.989,0.489,5.591,5.897,8.485,90,90,90,-,O,1.385,0.6006605990999999,1.91,1.12,3.44
2786,NiCoO3,Ni,Co,False,not balanced,not balanced,0.59,0.63,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.6930699220000001,1.91,1.88,3.44
2787,NiCrO3,Ni,Cr,False,2,4,0.69,0.55,cubic,-1.078,0.694,-0.001,10.198,0,3.708,3.708,3.708,90,90,90,-,O,1.385,0.7582669617,1.91,1.66,3.44
2788,NiCsO3,Ni,Cs,False,not balanced,not balanced,0.59,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.45713122520000005,1.91,0.79,3.44
2789,NiCuO3,Ni,Cu,False,not balanced,not balanced,0.59,0.68,cubic,0.153,0.972,0.561,9.978,0,3.681,3.681,3.681,90,90,90,-,O,1.385,0.6762885679999999,1.91,1.9,3.44
2790,NiDyO3,Ni,Dy,False,not balanced,not balanced,0.59,0.99,orthorhombic,-2.128,0.293,0.599,12.337,0,5.638,5.644,7.754,90,90,90,-,O,1.385,0.5880151128,1.91,1.22,3.44
2791,NiErO3,Ni,Er,False,not balanced,not balanced,0.59,0.89,orthorhombic,-2.155,0.29,0.598,12.064,0,5.589,5.618,7.684,90,90,90,-,O,1.385,0.6138619309000001,1.91,1.24,3.44
2792,NiEuO3,Ni,Eu,False,not balanced,not balanced,0.59,1.06,rhombohedral,-1.583,0.312,0.8,13.987,0.599,5.888,5.888,5.888,58.6,58.6,58.6,-,O,1.385,0.5711803243,1.91,-,3.44
2793,NiFeO3,Ni,Fe,False,2,4,0.69,0.59,cubic,-0.432,0.902,1.231,10.613,0,3.758,3.758,3.758,90,90,90,-,O,1.385,0.7429096562,1.91,1.83,3.44
2794,NiGaO3,Ni,Ga,False,not balanced,not balanced,0.59,0.62,cubic,-0.499,1.07,0.61,10.832,0,3.783,3.783,3.783,90,90,90,-5.002,O,1.385,0.6965266298,1.91,1.81,3.44
2795,NiGdO3,Ni,Gd,False,not balanced,not balanced,0.59,0.94,orthorhombic,-2.097,0.296,0.6,12.645,0,5.676,5.693,7.826,90,90,90,-,O,1.385,0.6006605990999999,1.91,1.2,3.44
2796,NiGeO3,Ni,Ge,False,2,4,0.69,0.53,cubic,-0.727,0.971,0.401,9.993,0,3.683,3.683,3.683,90,90,90,-,O,1.385,0.7661861989000001,1.91,2.01,3.44
2797,NiHfO3,Ni,Hf,False,2,4,0.69,0.71,cubic,-1.744,1.056,0.4,13.216,0,4.043,4.043,4.043,90,90,90,-2.313,O,1.385,0.7003563584999999,1.91,1.3,3.44
2798,NiHgO3,Ni,Hg,False,not balanced,not balanced,0.59,1.11,orthorhombic,-0.329,0.35,0.237,11.651,0,5.311,5.469,8.022,90,90,90,-4.232,O,1.385,0.5597338248,1.91,2,3.44
2799,NiHoO3,Ni,Ho,False,not balanced,not balanced,0.59,0.9,orthorhombic,-2.142,0.292,0.598,12.193,0,5.616,5.626,7.718,90,90,90,-,O,1.385,0.6111754454,1.91,1.23,3.44
2800,NiInO3,Ni,In,False,not balanced,not balanced,0.59,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.6391468617,1.91,1.78,3.44
2801,NiIrO3,Ni,Ir,False,2,4,0.69,0.63,cubic,-0.19,0.945,0.209,11.054,0,3.809,3.809,3.809,90,90,90,-,O,1.385,0.72816207,1.91,2.2,3.44
2802,NiKO3,Ni,K,False,not balanced,not balanced,0.59,1.38,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.5050762723,1.91,0.82,3.44
2803,NiLaO3,Ni,La,False,not balanced,not balanced,0.59,1.03,orthorhombic,-2.114,0.262,0.6,13.915,0.54,5.573,5.896,8.469,90,90,90,-,O,1.385,0.578275732,1.91,1.1,3.44
2804,NiLiO3,Ni,Li,False,not balanced,not balanced,0.59,0.76,cubic,0.241,1.453,-0.046,10.098,0,3.696,3.696,3.696,90,90,90,-,O,1.385,0.6510656843,1.91,0.98,3.44
2805,NiLuO3,Ni,Lu,False,not balanced,not balanced,0.59,0.86,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.6220649857,1.91,1.27,3.44
2806,NiMgO3,Ni,Mg,False,not balanced,not balanced,0.59,0.72,cubic,-0.33,1.363,-0.054,11.255,0,3.832,3.832,3.832,90,90,90,-,O,1.385,0.6634374788,1.91,1.31,3.44
2807,NiMnO3,Ni,Mn,False,2,4,0.69,0.53,cubic,-0.583,1.013,1.014,9.523,0,3.625,3.625,3.625,90,90,90,-3.746,O,1.385,0.7661861989000001,1.91,1.55,3.44
2808,NiMoO3,Ni,Mo,False,2,4,0.69,0.65,cubic,-1.063,0.743,0.214,11.429,0,3.852,3.852,3.852,90,90,90,0.705,O,1.385,0.7210056859999999,1.91,2.16,3.44
2809,NiNaO3,Ni,Na,False,not balanced,not balanced,0.59,1.02,cubic,0.861,1.987,-0.238,12.183,0,3.935,3.935,3.935,90,90,90,-,O,1.385,0.5806802049,1.91,0.93,3.44
2810,NiNbO3,Ni,Nb,False,2,4,0.69,0.68,cubic,-1.488,0.775,0.202,12.449,0,3.963,3.963,3.963,90,90,90,1.244,O,1.385,0.7105310270999999,1.91,1.6,3.44
2811,NiNdO3,Ni,Nd,False,not balanced,not balanced,0.59,0.98,orthorhombic,-2.011,0.359,0.6,13.431,0,5.73,5.838,8.03,90,90,90,-,O,1.385,0.5905014346,1.91,1.14,3.44
2812,Ni2O3,Ni,Ni,False,not balanced,not balanced,0.59,0.59,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.7071067812,1.91,1.91,3.44
2813,NiNpO3,Ni,Np,False,element not in BV,element not in BV,0.59,0.86,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.6220649857,1.91,1.36,3.44
2814,NiOsO3,Ni,Os,False,element not in BV,element not in BV,0.59,0.57,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.7143406102,1.91,2.2,3.44
2815,NiPaO3,Ni,Pa,False,element not in BV,element not in BV,0.59,0.91,cubic,-1.624,0.732,0.205,16.347,0,4.34,4.34,4.34,90,90,90,-,O,1.385,0.6085123715999999,1.91,1.5,3.44
2816,NiPbO3,Ni,Pb,False,2,4,0.69,0.78,orthorhombic,-1.052,0.114,0.4,12.029,0.343,5.429,5.509,8.043,90,90,90,-,O,1.385,0.677712042,1.91,2.33,3.44
2817,NiPdO3,Ni,Pd,False,2,4,0.69,0.62,cubic,0.049,0.805,0.499,11.788,0,3.892,3.892,3.892,90,90,90,-0.931,O,1.385,0.7317938009999999,1.91,2.2,3.44
2818,NiPmO3,Ni,Pm,False,element not in BV,element not in BV,0.59,0.97,orthorhombic,-2.037,0.311,0.6,13.188,0,5.717,5.793,7.964,90,90,90,-,O,1.385,0.5930088717,1.91,-,3.44
2819,NiPrO3,Ni,Pr,False,not balanced,not balanced,0.59,0.92,orthorhombic,-2.037,0.275,0.6,13.738,0.518,5.568,5.843,8.444,90,90,90,-,O,1.385,0.6058724047,1.91,1.13,3.44
2820,NiPtO3,Ni,Pt,False,element not in BV,element not in BV,0.59,0.67,cubic,-1.67,-0.729,0.455,11.911,0,3.905,3.905,3.905,90,90,90,-,O,1.385,0.6795795098999999,1.91,2.28,3.44
2821,NiPuO3,Ni,Pu,False,element not in BV,element not in BV,0.59,0.83,orthorhombic,-2.378,0.095,1.2,12.728,1.43,5.518,5.581,8.267,90,90,90,-,O,1.385,0.6304902451,1.91,1.28,3.44
2822,NiRbO3,Ni,Rb,False,not balanced,not balanced,0.59,1.52,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.4807352471,1.91,0.82,3.44
2823,NiReO3,Ni,Re,False,2,4,0.69,0.63,cubic,-0.747,0.775,0.195,11.388,0,3.847,3.847,3.847,90,90,90,0.228,O,1.385,0.72816207,1.91,1.9,3.44
2824,NiRhO3,Ni,Rh,False,2,4,0.69,0.6,cubic,-0.227,0.893,-0.142,11.537,0,3.864,3.864,3.864,90,90,90,-0.282,O,1.385,0.7391670383,1.91,2.28,3.44
2825,NiRuO3,Ni,Ru,False,2,4,0.69,0.62,cubic,-0.398,0.858,0.08,10.453,0,3.739,3.739,3.739,90,90,90,-,O,1.385,0.7317938009999999,1.91,2.2,3.44
2826,NiSbO3,Ni,Sb,False,1,5,0.69,0.6,cubic,-0.607,0.916,0.235,12.185,0,3.935,3.935,3.935,90,90,90,-1.081,O,1.385,0.7391670383,1.91,2.05,3.44
2827,NiScO3,Ni,Sc,False,not balanced,not balanced,0.59,0.75,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.6541151722999999,1.91,1.36,3.44
2828,NiSiO3,Ni,Si,False,2,4,0.69,0.4,cubic,-1.453,0.91,0.4,8.536,0,3.495,3.495,3.495,90,90,90,0.759,O,1.385,0.8219868745000001,1.91,1.9,3.44
2829,NiSmO3,Ni,Sm,False,not balanced,not balanced,0.59,0.96,orthorhombic,-2.051,0.305,0.6,13.049,0,5.712,5.763,7.928,90,90,90,-,O,1.385,0.5955376942,1.91,1.17,3.44
2830,NiSnO3,Ni,Sn,False,2,4,0.69,0.69,cubic,-0.582,1.087,0.4,12.711,0,3.991,3.991,3.991,90,90,90,-,O,1.385,0.7071067812,1.91,1.96,3.44
2831,NiSrO3,Ni,Sr,False,not balanced,not balanced,0.59,1.18,orthorhombic,-1.477,0.315,0.53,13.998,0,5.401,5.985,8.661,90,90,90,-8.413,O,1.385,0.5444584378,1.91,0.95,3.44
2832,NiTaO3,Ni,Ta,False,2,4,0.69,0.68,cubic,-1.737,0.738,0.2,12.189,0,3.935,3.935,3.935,90,90,90,2.05,O,1.385,0.7105310270999999,1.91,1.5,3.44
2833,NiTbO3,Ni,Tb,False,not balanced,not balanced,0.59,0.84,orthorhombic,-1.982,0.294,0.599,12.487,0,5.657,5.666,7.792,90,90,90,-,O,1.385,0.6276565811,1.91,-,3.44
2834,NiTcO3,Ni,Tc,False,element not in BV,element not in BV,0.59,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.7035445304000001,1.91,1.9,3.44
2835,NiTeO3,Ni,Te,False,2,4,0.69,0.97,cubic,-0.257,1.06,0.228,13.109,0,4.032,4.032,4.032,90,90,90,-,O,1.385,0.6230346374,1.91,2.1,3.44
2836,NiThO3,Ni,Th,False,not balanced,not balanced,0.59,0.94,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.6006605990999999,1.91,1.3,3.44
2837,NiTiO3,Ni,Ti,False,2,4,0.69,0.61,cubic,-1.545,0.923,0.4,11.461,0,3.855,3.855,3.855,90,90,90,-,O,1.385,0.7354619403,1.91,1.54,3.44
2838,NiTlO3,Ni,Tl,False,not balanced,not balanced,0.59,1.2,orthorhombic,-0.675,0.29,0.6,12.243,0,5.635,5.636,7.71,90,90,90,-,O,1.385,0.5402459934,1.91,1.62,3.44
2839,NiTmO3,Ni,Tm,False,not balanced,not balanced,0.59,0.96,orthorhombic,-2.169,0.293,0.596,11.863,0,5.55,5.598,7.636,90,90,90,-,O,1.385,0.5955376942,1.91,1.25,3.44
2840,NiUO3,Ni,U,False,not balanced,not balanced,0.59,0.85,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.6248482742,1.91,1.38,3.44
2841,NiVO3,Ni,V,False,2,4,0.69,0.58,cubic,-1.169,0.836,0.2,10.21,0,3.71,3.71,3.71,90,90,90,-,O,1.385,0.7466903669,1.91,1.63,3.44
2842,NiWO3,Ni,W,False,2,4,0.69,0.66,cubic,-0.276,1.681,-0.224,17.717,0,4.458,4.458,4.458,90,90,90,-7.998,O,1.385,0.7174799857999999,1.91,2.36,3.44
2843,NiYO3,Ni,Y,False,not balanced,not balanced,0.59,0.9,orthorhombic,-2.104,0.296,0.598,12.334,0,5.64,5.645,7.747,90,90,90,-,O,1.385,0.6111754454,1.91,1.22,3.44
2844,NiYbO3,Ni,Yb,False,not balanced,not balanced,0.59,0.95,orthorhombic,-1.788,0.112,0.4,11.546,1.828,5.704,5.726,7.07,90,90,90,-,O,1.385,0.5980881768,1.91,-,3.44
2845,NiZnO3,Ni,Zn,False,not balanced,not balanced,0.59,0.74,cubic,0.062,1.218,-0.609,10.757,0,3.775,3.775,3.775,90,90,90,-,O,1.385,0.6571933613000001,1.91,1.65,3.44
2846,NiZrO3,Ni,Zr,False,2,4,0.69,0.72,cubic,-1.549,1.128,0.4,13.856,0,4.107,4.107,4.107,90,90,90,-2.937,O,1.385,0.6970292498999999,1.91,1.33,3.44
2847,NpAcO3,Np,Ac,False,element not in BV,element not in BV,0.98,1.12,cubic,-2.417,1.113,0.8,20.378,0,4.671,4.671,4.671,90,90,90,1.788,O,1.385,0.6675878393,1.36,1.1,3.44
2848,NpAgO3,Np,Ag,False,element not in BV,element not in BV,0.98,0.95,cubic,-1.625,0.707,0.796,13.411,0,4.063,4.063,4.063,90,90,90,0.195,O,1.385,0.7161916649,1.36,1.93,3.44
2849,NpAlO3,Np,Al,False,element not in BV,element not in BV,0.98,0.54,rhombohedral,-3.502,-0.129,0.8,10.629,2.622,5.307,5.307,5.307,60.2,60.2,60.2,6.44,O,1.385,0.8687311883,1.36,1.61,3.44
2850,NpAsO3,Np,As,False,element not in BV,element not in BV,0.98,0.52,cubic,-2.088,0.62,0.818,13.292,0,4.051,4.051,4.051,90,90,90,2.908,O,1.385,0.8778517256999999,1.36,2.18,3.44
2851,NpAuO3,Np,Au,False,element not in BV,element not in BV,0.98,0.93,cubic,-1.502,0.818,0.798,14.095,0,4.131,4.131,4.131,90,90,90,0.659,O,1.385,0.7223790659,1.36,2.54,3.44
2852,NpBO3,Np,B,False,element not in BV,element not in BV,0.98,0.27,cubic,-2.414,0.699,0.8,9.112,0,3.572,3.572,3.572,90,90,90,4.958,O,1.385,1.0104577265999999,1.36,2.04,3.44
2853,NpBaO3,Np,Ba,False,element not in BV,element not in BV,0.98,1.35,orthorhombic,-3.067,0.322,0.6,18.349,2.404,6.602,6.691,8.308,90,90,90,-,O,1.385,0.6114469973,1.36,0.89,3.44
2854,NpBeO3,Np,Be,False,element not in BV,element not in BV,0.98,0.45,orthorhombic,-3.038,0.375,0.6,9.277,2.095,5.069,5.077,7.21,90,90,90,1.432,O,1.385,0.9113392575,1.36,1.57,3.44
2855,NpBiO3,Np,Bi,False,element not in BV,element not in BV,0.98,0.9,cubic,-1.753,0.965,0.851,17.099,0,4.405,4.405,4.405,90,90,90,-,O,1.385,0.7318632548999999,1.36,2.02,3.44
2856,NpCaO3,Np,Ca,False,element not in BV,element not in BV,0.98,1.0,cubic,-1.582,1.922,0.844,24.428,0,4.962,4.962,4.962,90,90,90,-,O,1.385,0.7011771645999999,1.36,1,3.44
2857,NpCdO3,Np,Cd,False,element not in BV,element not in BV,0.98,0.95,cubic,-1.807,0.913,0.794,14.088,0,4.13,4.13,4.13,90,90,90,-,O,1.385,0.7161916649,1.36,1.69,3.44
2858,NpCeO3,Np,Ce,False,element not in BV,element not in BV,0.98,0.94,cubic,-2.562,0.938,0.8,18.835,0.38,4.55,4.55,4.55,90,90,90,-,O,1.385,0.7192720590999999,1.36,1.12,3.44
2859,NpCoO3,Np,Co,False,element not in BV,element not in BV,0.98,0.63,cubic,-2.318,0.406,0.573,10.705,0,3.769,3.769,3.769,90,90,90,2.922,O,1.385,0.829929299,1.36,1.88,3.44
2860,NpCrO3,Np,Cr,False,element not in BV,element not in BV,0.98,0.58,orthorhombic,-3.083,-0.029,1.4,11.729,1.131,5.441,5.555,7.761,90,90,90,4.866,O,1.385,0.8510470929,1.36,1.66,3.44
2861,NpCsO3,Np,Cs,False,element not in BV,element not in BV,0.98,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.5474001759,1.36,0.79,3.44
2862,NpCuO3,Np,Cu,False,element not in BV,element not in BV,0.98,0.68,rhombohedral,-2.167,0.381,0.764,11.006,0,5.365,5.365,5.365,60.3,60.3,60.3,1.586,O,1.385,0.8098341586,1.36,1.9,3.44
2863,NpDyO3,Np,Dy,False,element not in BV,element not in BV,0.98,0.99,cubic,-3.136,0.529,0.8,15.765,1.742,4.288,4.288,4.288,90,90,90,-,O,1.385,0.7041294895,1.36,1.22,3.44
2864,NpErO3,Np,Er,False,element not in BV,element not in BV,0.98,0.89,orthorhombic,-3.699,-0.01,0.8,14.56,2.83,5.781,6.07,8.298,90,90,90,5.227,O,1.385,0.7350802363,1.36,1.24,3.44
2865,NpEuO3,Np,Eu,False,element not in BV,element not in BV,0.98,1.06,cubic,-2.382,1.205,0.626,15.679,0,4.28,4.28,4.28,90,90,90,-,O,1.385,0.683970363,1.36,-,3.44
2866,NpFeO3,Np,Fe,False,element not in BV,element not in BV,0.98,0.67,orthorhombic,-2.74,0.094,1.4,12.033,1.35,5.357,5.983,7.509,90,90,90,4.556,O,1.385,0.8137749573999999,1.36,1.83,3.44
2867,NpGaO3,Np,Ga,False,element not in BV,element not in BV,0.98,0.62,orthorhombic,-2.862,0.065,0.8,11.752,2.042,5.468,5.536,7.765,90,90,90,4.907,O,1.385,0.8340685973,1.36,1.81,3.44
2868,NpGdO3,Np,Gd,False,element not in BV,element not in BV,0.98,0.94,cubic,-3.028,0.609,0.8,16.325,1.517,4.338,4.338,4.338,90,90,90,4.648,O,1.385,0.7192720590999999,1.36,1.2,3.44
2869,NpGeO3,Np,Ge,False,element not in BV,element not in BV,0.98,0.63,orthorhombic,-2.482,0.311,0.798,12.842,0,5.546,5.821,7.955,90,90,90,3.955,O,1.385,0.829929299,1.36,2.01,3.44
2870,NpHfO3,Np,Hf,False,element not in BV,element not in BV,0.98,0.71,orthorhombic,-3.362,0.106,0.905,13.453,0,5.627,5.95,8.036,90,90,90,-,O,1.385,0.7982374881000001,1.36,1.3,3.44
2871,NpHgO3,Np,Hg,False,element not in BV,element not in BV,0.98,1.11,cubic,-1.405,1.003,0.797,14.99,0,4.216,4.216,4.216,90,90,90,-0.284,O,1.385,0.6702635421,1.36,2,3.44
2872,NpHoO3,Np,Ho,False,element not in BV,element not in BV,0.98,0.9,rhombohedral,-3.592,0.086,0.8,14.96,2.113,5.911,5.911,5.911,61.1,61.1,61.1,-,O,1.385,0.7318632548999999,1.36,1.23,3.44
2873,NpInO3,Np,In,False,element not in BV,element not in BV,0.98,0.8,orthorhombic,-2.69,0.151,0.8,14.003,1.104,5.697,6.007,8.184,90,90,90,-,O,1.385,0.7653581407,1.36,1.78,3.44
2874,NpIrO3,Np,Ir,False,element not in BV,element not in BV,0.98,0.63,cubic,-1.806,0.739,0.794,12.77,0,3.997,3.997,3.997,90,90,90,0.15,O,1.385,0.829929299,1.36,2.2,3.44
2875,NpKO3,Np,K,False,element not in BV,element not in BV,0.98,1.38,orthorhombic,-2.617,0.267,0.4,17.676,1.485,5.371,5.622,11.707,90,90,90,-,O,1.385,0.6048128526,1.36,0.82,3.44
2876,NpLaO3,Np,La,False,element not in BV,element not in BV,0.98,1.03,cubic,-2.684,0.912,0.8,18.675,0.391,4.537,4.537,4.537,90,90,90,-,O,1.385,0.6924668892,1.36,1.1,3.44
2877,NpLiO3,Np,Li,False,element not in BV,element not in BV,0.98,0.76,cubic,-2.336,0.596,0.795,9.578,0,3.631,3.631,3.631,90,90,90,-1.828,O,1.385,0.7796305536,1.36,0.98,3.44
2878,NpLuO3,Np,Lu,False,element not in BV,element not in BV,0.98,0.86,orthorhombic,-3.749,-0.028,0.8,14.135,2.807,5.72,6.006,8.229,90,90,90,-,O,1.385,0.7449031347,1.36,1.27,3.44
2879,NpMgO3,Np,Mg,False,element not in BV,element not in BV,0.98,0.72,orthorhombic,-3.275,0.129,0.6,11.58,2.262,5.344,5.679,7.631,90,90,90,-0.126,O,1.385,0.7944453859999999,1.36,1.31,3.44
2880,NpMnO3,Np,Mn,False,element not in BV,element not in BV,0.98,0.62,rhombohedral,-2.843,0.198,1.6,11.863,0,5.463,5.463,5.463,61.3,61.3,61.3,5.185,O,1.385,0.8340685973,1.36,1.55,3.44
2881,NpMoO3,Np,Mo,False,element not in BV,element not in BV,0.98,0.62,orthorhombic,-2.568,0.304,0.922,12.707,0,5.374,6.019,7.857,90,90,90,2.474,O,1.385,0.8340685973,1.36,2.16,3.44
2882,NpNaO3,Np,Na,False,element not in BV,element not in BV,0.98,1.02,orthorhombic,-2.626,0.225,0.4,13.281,1.515,5.475,5.677,8.546,90,90,90,-4.152,O,1.385,0.6953461693999999,1.36,0.93,3.44
2883,NpNbO3,Np,Nb,False,element not in BV,element not in BV,0.98,0.68,orthorhombic,-2.895,0.193,0.76,13.013,0,5.49,6.062,7.82,90,90,90,3.591,O,1.385,0.8098341586,1.36,1.6,3.44
2884,NpNdO3,Np,Nd,False,element not in BV,element not in BV,0.98,0.98,cubic,-2.739,0.812,0.8,17.819,0.77,4.466,4.466,4.466,90,90,90,-,O,1.385,0.7071067812,1.36,1.14,3.44
2885,NpNiO3,Np,Ni,False,element not in BV,element not in BV,0.98,0.59,orthorhombic,-2.622,0.101,1,11.519,2.162,5.277,5.782,7.551,90,90,90,3.251,O,1.385,0.8467379937,1.36,1.91,3.44
